Name,Tract,latitude,longitude,service_type
63rd Street & Ellis,420400,41.78052619099998,-87.60128796700002,bus stop
California & Evergreen,242600,41.90559277099999,-87.69680685499998,bus stop
Harlem & Barry,180100,41.936282000999995,-87.80660900100003,bus stop
King Drive & 76th Street,691400,41.756674325999995,-87.61492821299998,bus stop
Nagle & Northwest Hwy,100100,41.98620338699999,-87.78760613200001,bus stop
Wentworth & Marquette Rd,690300,41.77258351400002,-87.62986881699999,bus stop
King Drive & 79th Street,440300,41.750920812000004,-87.615038943,bus stop
Belmont & Western/Clybourn,843700,41.93938755400001,-87.687638359,bus stop
Broadway & Addison,061800,41.94701409200002,-87.64715229400002,bus stop
Ogden & Kedzie,841600,41.85763838999998,-87.705606327,bus stop
55th Street & Linder,560700,41.79283160599999,-87.760101072,bus stop
Grand & Hoyne,243000,41.89086794100001,-87.67918033000001,bus stop
5300 W Roosevelt,831400,41.86581473899997,-87.75701269899997,bus stop
Oakton & Niles Avenue,807300,42.026351772,-87.75164916900002,bus stop
Roosevelt Orange/Red/Green Line Station,320600,41.867551615000025,-87.62666395399998,bus stop
Cermak & Oakley,841200,41.85213485999998,-87.68312047,bus stop
61st Street & Ingleside,420400,41.78415566199999,-87.60267809800001,bus stop
43rd Street & St. Lawrence,380100,41.816789529999994,-87.61153845899997,bus stop
Nagle & Avondale/Somerset,100100,41.984774189999996,-87.787629675,bus stop
Damen & Clybourn/Diversey,070700,41.931845572999976,-87.67797141699998,bus stop
Jeffery & 71st Street,430101,41.76634818100001,-87.57621992100002,bus stop
